期間,進場方式,股票代號,名稱,買進日,賣出日,買進價,賣出價,損益%,損益金額,持有天數,出場原因
全期間2021-2026,一次買完,1513,未知,2022-08-01,2022-08-05,53.06,51.81,-2.95,-5157.85,4,積分轉負
全期間2021-2026,一次買完,3680,未知,2022-08-08,2022-08-11,228.5,222.1,-3.38,-5119.56,3,積分轉負
全期間2021-2026,一次買完,3529,力旺,2022-08-08,2022-08-15,1166.73,1345.86,14.66,18820.12,7,15%停利
全期間2021-2026,一次買完,2313,華通,2022-08-08,2022-08-18,44.5,43.49,-2.85,-2219.5,10,積分轉負
全期間2021-2026,一次買完,3081,聯亞,2022-08-08,2022-08-19,137.16,158.56,14.91,15601.08,11,15%停利
全期間2021-2026,一次買完,1513,未知,2022-08-15,2022-08-17,58.09,55.67,-4.75,-9217.16,2,積分轉負
全期間2021-2026,一次買完,5347,未知,2022-08-15,2022-08-19,67.04,64.3,-4.67,-7265.49,4,積分轉負
全期間2021-2026,一次買完,2345,智邦,2022-08-15,2022-08-23,262.79,259.49,-1.85,-2564.73,8,積分轉負
全期間2021-2026,一次買完,5434,未知,2022-08-15,2022-08-30,139.96,136.99,-2.71,-4812.04,15,積分轉負
全期間2021-2026,一次買完,1513,未知,2022-08-22,2022-08-26,58.72,57.64,-2.42,-12504.66,4,積分轉負
全期間2021-2026,一次買完,8050,未知,2022-08-22,2022-09-13,58.74,68.78,16.38,2120.87,22,15%停利
全期間2021-2026,一次買完,3661,世芯-KY,2022-08-29,2022-09-06,841.18,815.17,-3.67,-6257.38,8,積分轉負
全期間2021-2026,一次買完,6533,未知,2022-08-29,2022-09-26,373.85,391.29,4.04,18983.15,28,觸發停損
全期間2021-2026,一次買完,2301,未知,2022-09-05,2022-09-22,57.98,57.12,-2.07,-3581.85,17,積分轉負
全期間2021-2026,一次買完,6285,未知,2022-09-12,2022-09-26,76.44,68.98,-10.3,-16911.95,14,觸發停損
全期間2021-2026,一次買完,2376,技嘉,2022-09-19,2022-09-21,84.7,79.99,-6.13,-10567.7,2,積分轉負
全期間2021-2026,一次買完,3533,嘉澤,2022-09-19,2022-09-28,721.51,662.89,-8.67,-6233.72,9,積分轉負
全期間2021-2026,一次買完,2368,金像電,2022-09-26,2022-09-28,89.37,82.19,-8.59,-54228.68,2,積分轉負
全期間2021-2026,一次買完,5227,未知,2022-09-26,2022-10-06,69.02,82.35,18.6,62528.21,10,15%停利
全期間2021-2026,一次買完,2353,宏碁,2022-10-03,2022-10-11,18.58,18.28,-2.19,-5261.34,8,積分轉負
全期間2021-2026,一次買完,5347,未知,2022-10-03,2022-10-11,55.81,52.3,-6.86,-11764.12,8,觸發停損
全期間2021-2026,一次買完,6770,未知,2022-10-03,2022-10-12,28.55,27.86,-3.01,-4164.65,9,積分轉負
全期間2021-2026,一次買完,3189,景碩,2022-10-03,2022-11-09,87.12,104.75,19.51,18092.31,37,15%停利
全期間2021-2026,一次買完,2337,未知,2022-10-17,2022-10-20,30.36,29.94,-1.97,-2765.89,3,積分轉負
全期間2021-2026,一次買完,2308,台達電,2022-10-17,2022-10-20,250.39,247.59,-1.71,-2894.1,3,積分轉負
全期間2021-2026,一次買完,3289,宜特,2022-10-17,2022-10-21,64.96,60.51,-7.41,-6515.49,4,積分轉負
全期間2021-2026,一次買完,2492,未知,2022-10-17,2022-10-21,71.02,67.88,-4.99,-7226.39,4,積分轉負
全期間2021-2026,一次買完,6412,未知,2022-10-17,2022-10-25,55.48,57.03,2.18,4729.01,8,積分轉負
全期間2021-2026,一次買完,2454,聯發科,2022-10-17,2022-11-11,466.08,564.45,20.38,29358.28,25,15%停利
全期間2021-2026,一次買完,3105,穩懋,2022-10-17,2022-11-14,127.49,147.36,14.9,3556.59,28,15%停利
全期間2021-2026,一次買完,2421,建準,2022-10-24,2022-10-26,36.79,34.62,-6.44,-15591.68,2,積分轉負
全期間2021-2026,一次買完,6770,未知,2022-10-24,2022-10-26,30.73,30.18,-2.36,-5410.43,2,積分轉負
全期間2021-2026,一次買完,2303,聯電,2022-10-24,2022-11-15,32.14,38.01,17.57,9097.1,22,15%停利
全期間2021-2026,一次買完,2412,未知,2022-10-31,2022-11-02,95.16,93.01,-2.84,-3401.12,2,積分轉負
全期間2021-2026,一次買完,2356,英業達,2022-10-31,2022-11-03,21.42,20.54,-4.67,-14743.53,3,積分轉負
全期間2021-2026,一次買完,6533,未知,2022-10-31,2022-11-10,371.85,443.63,18.59,19871.35,10,15%停利
全期間2021-2026,一次買完,3587,閎康,2022-10-31,2022-11-15,116.86,117.28,-0.24,-306.89,15,積分轉負
全期間2021-2026,一次買完,6643,M31,2022-11-07,2022-11-18,279.96,340.69,20.97,67631.76,11,15%停利
全期間2021-2026,一次買完,2353,宏碁,2022-11-07,2022-11-22,20.58,20.71,0.02,16.97,15,積分轉負
全期間2021-2026,一次買完,6488,未知,2022-11-14,2022-11-21,416.24,426.57,1.87,4744.96,7,積分轉負
全期間2021-2026,一次買完,3529,力旺,2022-11-14,2022-11-22,1374.9,1437.84,3.95,7272.58,8,積分轉負
全期間2021-2026,一次買完,1513,未知,2022-11-21,2022-12-02,50.01,58.54,16.36,19961.56,11,15%停利
全期間2021-2026,一次買完,6139,亞翔,2022-11-21,2022-12-06,28.51,32.89,14.68,21155.85,15,15%停利
全期間2021-2026,一次買完,3711,日月光投控,2022-11-21,2022-12-08,80.91,83.32,2.36,3923.52,17,積分轉負
全期間2021-2026,一次買完,3227,未知,2022-11-21,2022-12-08,78.9,81.34,2.48,4261.81,17,積分轉負
全期間2021-2026,一次買完,2357,華碩,2022-11-21,2022-12-08,212.04,220.26,3.25,6547.84,17,積分轉負
全期間2021-2026,一次買完,1503,未知,2022-11-21,2022-12-08,53.24,55.57,3.75,1259.22,17,積分轉負
全期間2021-2026,一次買完,5269,祥碩,2022-11-28,2022-11-30,690.11,684.56,-1.4,-3994.81,2,積分轉負
全期間2021-2026,一次買完,8046,南電,2022-12-05,2022-12-08,279.84,258.66,-8.12,-11350.14,3,積分轉負
全期間2021-2026,一次買完,6223,未知,2022-12-05,2022-12-14,121.44,110.27,-9.74,-27686.26,9,積分轉負
全期間2021-2026,一次買完,3587,閎康,2022-12-12,2022-12-15,139.81,137.68,-2.11,-1487.33,3,積分轉負
全期間2021-2026,一次買完,8050,未知,2022-12-12,2022-12-19,69.84,68.37,-2.69,-2558.96,7,積分轉負
全期間2021-2026,一次買完,6412,未知,2022-12-12,2022-12-19,60.38,59.72,-1.67,-4151.69,7,積分轉負
全期間2021-2026,一次買完,8299,群聯,2022-12-12,2022-12-21,280.29,276.91,-1.8,-1627.09,9,積分轉負
全期間2021-2026,一次買完,1513,未知,2022-12-12,2022-12-22,57.46,59.17,2.35,1920.92,10,積分轉負
全期間2021-2026,一次買完,2385,未知,2022-12-12,2022-12-27,66.95,68.29,1.4,1475.5,15,積分轉負
全期間2021-2026,一次買完,2412,未知,2022-12-12,2022-12-30,96.44,96.87,-0.16,-298.69,18,積分轉負
全期間2021-2026,一次買完,3231,緯創,2022-12-19,2022-12-29,27.09,26.16,-4.02,-26626.25,10,積分轉負
全期間2021-2026,一次買完,2356,英業達,2022-12-26,2023-01-12,22.91,22.47,-2.5,-4316.58,17,觸發停損
全期間2021-2026,一次買完,6274,台燿,2023-01-09,2023-01-13,53.41,49.66,-7.57,-9411.32,4,積分轉負
全期間2021-2026,一次買完,5347,未知,2023-01-09,2023-01-13,80.07,75.61,-6.13,-8370.36,4,積分轉負
全期間2021-2026,一次買完,2360,致茂,2023-01-09,2023-01-16,177.38,167.76,-5.99,-9137.19,7,積分轉負
全期間2021-2026,一次買完,2376,技嘉,2023-01-09,2023-01-16,100.87,100.87,-0.6,-782.77,7,積分轉負
全期間2021-2026,一次買完,3105,穩懋,2023-01-09,2023-02-03,165.3,177.42,6.69,6827.35,25,積分轉負
全期間2021-2026,一次買完,2455,全新,2023-01-09,2023-02-06,74.97,79.47,5.37,7145.65,28,積分轉負
全期間2021-2026,一次買完,3711,日月光投控,2023-01-09,2023-02-14,86.76,89.76,2.85,4385.56,36,積分轉負
全期間2021-2026,一次買完,6415,未知,2023-01-16,2023-01-31,504.22,583.88,15.11,23625.58,15,15%停利
全期間2021-2026,一次買完,5269,祥碩,2023-01-16,2023-02-02,748.31,887.81,17.93,32164.61,17,15%停利
全期間2021-2026,一次買完,6488,未知,2023-01-16,2023-02-07,449.78,479.41,5.95,19668.72,22,積分轉負
全期間2021-2026,一次買完,6719,未知,2023-01-16,2023-02-08,263.79,308.06,16.09,2925.22,23,15%停利
全期間2021-2026,一次買完,3529,力旺,2023-02-06,2023-02-09,1684.74,1602.44,-5.45,-6659.45,3,積分轉負
全期間2021-2026,一次買完,3653,健策,2023-02-06,2023-02-09,392.99,381.5,-3.5,-4607.37,3,積分轉負
全期間2021-2026,一次買完,3661,世芯-KY,2023-02-06,2023-02-14,910.38,889.89,-2.84,-3273.27,8,積分轉負
全期間2021-2026,一次買完,2449,京元電子,2023-02-06,2023-03-06,33.44,38.77,15.26,41430.86,28,15%停利
全期間2021-2026,一次買完,1513,未知,2023-02-13,2023-02-21,74.52,86.55,15.45,1773.07,8,15%停利
全期間2021-2026,一次買完,2385,未知,2023-02-13,2023-03-10,71.3,73.67,2.71,8652.0,25,積分轉負
全期間2021-2026,一次買完,2324,仁寶,2023-02-13,2023-03-13,20.31,21.12,3.39,9575.88,28,積分轉負
全期間2021-2026,一次買完,3034,聯詠,2023-02-20,2023-02-23,320.06,321.24,-0.23,-398.36,3,積分轉負
全期間2021-2026,一次買完,5434,未知,2023-02-20,2023-03-15,149.71,156.08,3.63,477.78,23,觸發停損
全期間2021-2026,一次買完,6531,愛普*,2023-02-20,2023-03-20,261.24,302.76,15.2,13065.16,28,15%停利
全期間2021-2026,一次買完,2345,智邦,2023-03-06,2023-03-17,287.75,277.39,-4.18,-6518.99,11,積分轉負
全期間2021-2026,一次買完,2449,京元電子,2023-03-06,2023-03-27,38.77,41.08,5.32,18168.45,21,積分轉負
全期間2021-2026,一次買完,8046,南電,2023-03-13,2023-03-15,239.73,233.88,-3.03,-7514.2,2,積分轉負
全期間2021-2026,一次買完,4966,譜瑞-KY,2023-03-13,2023-03-21,932.62,971.87,3.59,7339.55,8,觸發停損
全期間2021-2026,一次買完,3680,未知,2023-03-13,2023-03-22,292.23,336.77,14.55,24380.96,9,15%停利
全期間2021-2026,一次買完,6531,愛普*,2023-03-20,2023-03-27,302.76,295.29,-3.05,-4082.44,7,積分轉負
全期間2021-2026,一次買完,3443,創意,2023-03-20,2023-03-29,1126.27,972.25,-14.19,-14510.05,9,積分轉負
全期間2021-2026,一次買完,2356,英業達,2023-03-20,2023-04-06,25.06,29.76,18.03,19632.42,17,15%停利
全期間2021-2026,一次買完,6274,台燿,2023-03-20,2023-04-07,61.69,61.6,-0.74,-1164.63,18,積分轉負
全期間2021-2026,一次買完,2368,金像電,2023-03-27,2023-04-06,90.3,86.7,-4.55,-10081.83,10,積分轉負
全期間2021-2026,一次買完,8046,南電,2023-03-27,2023-04-07,257.31,246.94,-4.6,-10135.83,11,積分轉負
全期間2021-2026,一次買完,3680,未知,2023-03-27,2023-04-13,348.36,332.59,-5.1,-8169.1,17,積分轉負
全期間2021-2026,一次買完,3653,健策,2023-03-27,2023-04-14,467.19,459.05,-2.33,-4016.61,18,積分轉負
全期間2021-2026,一次買完,8086,未知,2023-03-27,2023-04-21,81.15,87.23,6.84,8141.4,25,觸發停損
全期間2021-2026,一次買完,1513,未知,2023-04-10,2023-04-13,91.13,96.97,5.77,10838.05,3,觸發停損
全期間2021-2026,一次買完,2455,全新,2023-04-10,2023-04-14,93.62,88.46,-6.07,-7074.55,4,積分轉負
全期間2021-2026,一次買完,2376,技嘉,2023-04-10,2023-04-14,121.31,119.53,-2.05,-3873.56,4,積分轉負
全期間2021-2026,一次買完,2324,仁寶,2023-04-10,2023-04-14,21.98,21.64,-2.15,-6470.85,4,積分轉負
全期間2021-2026,一次買完,2301,未知,2023-04-17,2023-04-19,67.41,65.53,-3.37,-7621.35,2,積分轉負
全期間2021-2026,一次買完,3324,雙鴻,2023-04-17,2023-04-19,236.97,229.42,-3.77,-3304.77,2,積分轉負
全期間2021-2026,一次買完,6719,未知,2023-04-17,2023-04-21,319.25,308.06,-4.08,-5278.25,4,積分轉負
全期間2021-2026,一次買完,6415,未知,2023-04-17,2023-04-21,503.78,469.48,-7.37,-8585.57,4,積分轉負
全期間2021-2026,一次買完,2345,智邦,2023-04-17,2023-04-21,294.81,278.33,-6.16,-7911.2,4,積分轉負
全期間2021-2026,一次買完,8081,未知,2023-04-17,2023-04-24,150.81,141.4,-6.79,-10625.03,7,觸發停損
全期間2021-2026,一次買完,3005,未知,2023-04-17,2023-05-10,50.86,53.21,3.99,6198.03,23,積分轉負
全期間2021-2026,一次買完,6830,汎銓,2023-04-24,2023-05-05,142.84,140.05,-2.54,-2104.56,11,積分轉負
全期間2021-2026,一次買完,3037,欣興,2023-04-24,2023-05-08,128.92,148.79,14.72,21945.67,14,15%停利
全期間2021-2026,一次買完,3680,未知,2023-04-24,2023-05-09,322.85,309.4,-4.74,-4794.42,15,積分轉負
全期間2021-2026,一次買完,2368,金像電,2023-04-24,2023-05-11,96.83,90.63,-6.96,-7324.22,17,積分轉負
全期間2021-2026,一次買完,2382,廣達,2023-04-24,2023-05-12,75.35,89.97,18.7,34177.32,18,15%停利
全期間2021-2026,一次買完,2404,未知,2023-04-24,2023-05-16,176.07,181.4,2.41,5814.99,22,積分轉負
全期間2021-2026,一次買完,8046,南電,2023-04-24,2023-06-07,241.99,261.36,7.36,10114.31,44,觸發停損
全期間2021-2026,一次買完,1503,未知,2023-05-08,2023-05-15,112.63,106.11,-6.35,-18296.98,7,積分轉負
全期間2021-2026,一次買完,3661,世芯-KY,2023-05-15,2023-05-19,1317.26,1527.05,15.23,14114.38,4,15%停利
全期間2021-2026,一次買完,1519,未知,2023-05-15,2023-05-19,74.95,88.16,16.92,12121.83,4,15%停利
全期間2021-2026,一次買完,2382,廣達,2023-05-15,2023-05-25,86.52,100.61,15.6,23348.01,10,15%停利
全期間2021-2026,一次買完,6414,樺漢,2023-05-15,2023-05-26,228.44,235.25,2.37,812.97,11,積分轉負
全期間2021-2026,一次買完,2357,華碩,2023-05-15,2023-05-30,249.44,249.85,-0.43,-932.46,15,積分轉負
全期間2021-2026,一次買完,2324,仁寶,2023-05-15,2023-06-15,23.28,25.8,10.15,28360.54,31,積分轉負
全期間2021-2026,一次買完,3363,上詮,2023-05-22,2023-05-25,40.93,38.39,-6.77,-9916.3,3,積分轉負
全期間2021-2026,一次買完,1503,未知,2023-05-22,2023-06-09,127.52,141.48,10.29,29973.93,18,積分轉負
全期間2021-2026,一次買完,3653,健策,2023-05-29,2023-06-01,589.73,577.28,-2.7,-5697.66,3,積分轉負
全期間2021-2026,一次買完,2449,京元電子,2023-05-29,2023-06-20,45.11,46.88,3.29,4389.79,22,積分轉負
全期間2021-2026,一次買完,2376,技嘉,2023-06-05,2023-06-13,187.97,217.74,15.15,33946.63,8,15%停利
全期間2021-2026,一次買完,8210,勤誠,2023-06-05,2023-06-15,108.2,128.25,17.83,34797.02,10,15%停利
全期間2021-2026,一次買完,2382,廣達,2023-06-12,2023-06-16,114.35,132.08,14.81,712.81,4,15%停利
全期間2021-2026,一次買完,2455,全新,2023-06-12,2023-07-03,114.32,113.59,-1.24,-2751.79,21,積分轉負
全期間2021-2026,一次買完,2383,台光電,2023-06-12,2023-07-10,222.99,262.76,17.13,41476.79,28,15%停利
全期間2021-2026,一次買完,2360,致茂,2023-06-19,2023-06-26,236.51,228.26,-4.07,-6165.88,7,積分轉負
全期間2021-2026,一次買完,2317,鴻海,2023-06-19,2023-06-30,98.05,98.48,-0.16,-247.16,11,積分轉負
全期間2021-2026,一次買完,3035,智原,2023-06-19,2023-07-03,188.88,219.15,15.34,31389.87,14,15%停利
全期間2021-2026,一次買完,1513,未知,2023-06-19,2023-07-06,115.37,117.62,1.34,2055.15,17,積分轉負
全期間2021-2026,一次買完,2382,廣達,2023-06-19,2023-07-07,132.96,142.27,6.36,8473.1,18,觸發停損
全期間2021-2026,一次買完,3680,未知,2023-06-26,2023-07-05,397.68,387.38,-3.17,-8993.42,9,積分轉負
全期間2021-2026,一次買完,6669,緯穎,2023-07-03,2023-07-12,1388.23,1611.09,15.36,34506.25,9,15%停利
全期間2021-2026,一次買完,8996,高力,2023-07-03,2023-07-12,360.1,332.51,-8.21,-15465.22,9,積分轉負
全期間2021-2026,一次買完,3035,智原,2023-07-03,2023-07-13,219.15,258.08,17.06,34057.37,10,15%停利
全期間2021-2026,一次買完,6274,台燿,2023-07-10,2023-07-14,72.84,89.09,21.58,86542.86,4,15%停利
全期間2021-2026,一次買完,2383,台光電,2023-07-10,2023-07-18,262.76,308.68,16.77,76234.79,8,15%停利
全期間2021-2026,一次買完,6285,未知,2023-07-17,2023-07-20,105.45,97.41,-8.18,-7960.42,3,積分轉負
全期間2021-2026,一次買完,6274,台燿,2023-07-17,2023-07-24,97.86,112.64,14.41,16326.66,7,15%停利
全期間2021-2026,一次買完,6239,未知,2023-07-17,2023-07-25,93.1,91.85,-1.94,-4745.42,8,積分轉負
全期間2021-2026,一次買完,8050,未知,2023-07-17,2023-07-27,83.63,80.22,-4.64,-4059.6,10,積分轉負
全期間2021-2026,一次買完,1519,未知,2023-07-17,2023-08-02,155.26,147.72,-5.42,-6512.73,16,積分轉負
全期間2021-2026,一次買完,8081,未知,2023-07-17,2023-08-09,167.34,192.63,14.42,29474.32,23,15%停利
全期間2021-2026,一次買完,2449,京元電子,2023-07-17,2023-08-23,58.58,67.66,14.81,19592.7,37,15%停利
全期間2021-2026,一次買完,4979,未知,2023-07-24,2023-08-01,180.37,165.91,-8.57,-77408.39,8,積分轉負
全期間2021-2026,一次買完,6187,萬潤,2023-07-31,2023-08-02,135.98,115.87,-15.3,-7957.77,2,積分轉負
全期間2021-2026,一次買完,3044,健鼎,2023-07-31,2023-08-24,152.16,177.37,15.87,43142.43,24,15%停利
全期間2021-2026,一次買完,6830,汎銓,2023-08-07,2023-08-10,175.52,162.57,-7.93,-10275.83,3,積分轉負
全期間2021-2026,一次買完,2404,未知,2023-08-07,2023-08-21,205.69,195.58,-5.48,-22258.34,14,積分轉負
全期間2021-2026,一次買完,8050,未知,2023-08-07,2023-08-21,87.99,88.42,-0.11,-174.55,14,積分轉負
全期間2021-2026,一次買完,2357,華碩,2023-08-07,2023-08-24,319.86,369.5,14.83,20453.68,17,15%停利
全期間2021-2026,一次買完,6412,未知,2023-08-07,2023-09-05,96.62,111.99,15.22,23207.99,29,15%停利
全期間2021-2026,一次買完,2324,仁寶,2023-08-14,2023-08-18,29.44,31.24,5.47,19321.73,4,觸發停損
全期間2021-2026,一次買完,3661,世芯-KY,2023-08-21,2023-08-24,2112.5,2434.5,14.55,32066.75,3,15%停利
全期間2021-2026,一次買完,6285,未知,2023-08-21,2023-09-04,110.81,116.18,4.21,10987.96,14,積分轉負
全期間2021-2026,一次買完,3587,閎康,2023-08-21,2023-09-04,255.45,267.93,4.26,5329.76,14,積分轉負
全期間2021-2026,一次買完,3533,嘉澤,2023-08-21,2023-09-19,752.6,820.17,8.33,25511.77,29,觸發停損
全期間2021-2026,一次買完,2412,未知,2023-08-28,2023-09-01,104.34,103.89,-1.02,-4524.12,4,積分轉負
全期間2021-2026,一次買完,2303,聯電,2023-08-28,2023-09-08,39.19,39.98,1.4,838.25,11,積分轉負
全期間2021-2026,一次買完,3711,日月光投控,2023-08-28,2023-09-11,110.12,105.03,-5.19,-7869.77,14,積分轉負
全期間2021-2026,一次買完,2337,未知,2023-08-28,2023-09-20,30.58,33.43,8.66,19382.78,23,積分轉負
全期間2021-2026,一次買完,3035,智原,2023-09-04,2023-09-20,331.61,303.26,-9.1,-916.02,16,積分轉負
全期間2021-2026,一次買完,6257,未知,2023-09-04,2023-09-21,51.96,51.69,-1.12,-5149.32,17,觸發停損
全期間2021-2026,一次買完,8299,群聯,2023-09-04,2023-09-25,392.32,418.93,6.14,22670.57,21,積分轉負
全期間2021-2026,一次買完,2458,未知,2023-09-11,2023-09-25,120.07,118.77,-1.68,-6382.18,14,積分轉負
全期間2021-2026,一次買完,4966,譜瑞-KY,2023-09-25,2023-09-27,968.87,930.11,-4.57,-4285.26,2,積分轉負
全期間2021-2026,一次買完,5388,未知,2023-09-25,2023-09-27,117.32,111.0,-5.95,-9160.6,2,積分轉負
全期間2021-2026,一次買完,6239,未知,2023-09-25,2023-09-27,92.71,90.48,-2.99,-6044.85,2,積分轉負
全期間2021-2026,一次買完,6274,台燿,2023-09-25,2023-10-13,126.49,127.87,0.49,413.78,18,積分轉負
全期間2021-2026,一次買完,6213,聯茂,2023-09-25,2023-10-13,85.42,86.86,1.08,1421.19,18,積分轉負
全期間2021-2026,一次買完,2368,金像電,2023-09-25,2023-10-17,201.29,197.95,-2.25,-2314.23,22,積分轉負
全期間2021-2026,一次買完,2345,智邦,2023-09-25,2023-10-18,462.31,464.71,-0.08,-90.03,23,觸發停損
全期間2021-2026,一次買完,3680,未知,2023-09-25,2023-10-19,316.65,347.82,9.19,11097.73,24,觸發停損
全期間2021-2026,一次買完,1560,未知,2023-10-02,2023-10-05,155.42,150.07,-4.02,-13809.99,3,積分轉負
全期間2021-2026,一次買完,6531,愛普*,2023-10-02,2023-10-06,377.41,361.21,-4.87,-15113.1,4,積分轉負
全期間2021-2026,一次買完,2382,廣達,2023-10-02,2023-10-12,225.6,210.97,-7.04,-24327.85,10,積分轉負
全期間2021-2026,一次買完,3443,創意,2023-10-16,2023-10-19,1666.09,1583.51,-5.52,-8481.53,3,積分轉負
全期間2021-2026,一次買完,3035,智原,2023-10-16,2023-10-20,336.42,321.52,-5.0,-8410.65,4,積分轉負
全期間2021-2026,一次買完,6510,未知,2023-10-16,2023-10-24,570.92,555.17,-3.34,-5830.8,8,積分轉負
全期間2021-2026,一次買完,2303,聯電,2023-10-16,2023-10-27,41.25,40.77,-1.76,-5753.04,11,積分轉負
全期間2021-2026,一次買完,6643,M31,2023-10-16,2023-10-27,742.57,734.36,-1.7,-2990.02,11,積分轉負
全期間2021-2026,一次買完,2404,未知,2023-10-23,2023-11-08,208.33,213.6,1.92,10021.23,16,積分轉負
全期間2021-2026,一次買完,2385,未知,2023-10-23,2023-11-09,105.56,124.28,17.04,81371.24,17,15%停利
全期間2021-2026,一次買完,3227,未知,2023-10-30,2023-11-06,116.84,112.84,-4.0,-7183.94,7,積分轉負
全期間2021-2026,一次買完,6139,亞翔,2023-10-30,2023-11-08,122.42,118.74,-3.59,-4332.58,9,積分轉負
全期間2021-2026,一次買完,4979,未知,2023-10-30,2023-11-08,154.33,178.45,14.93,15334.29,9,15%停利
全期間2021-2026,一次買完,3661,世芯-KY,2023-10-30,2023-11-09,2702.38,3178.12,16.9,18245.57,10,15%停利
